norad_cat_id,object_name,timestamp,temperature,voltage,current,rssi,uptime,reset_count,ecc_errors,cpu_load,fault_label
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 06:49:00+00:00,35.098,27.092,2.222,-93.69,780.0,9,0,48.91,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 06:50:00+00:00,33.86,28.071,1.99,-108.07,840.0,9,0,27.89,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 06:51:00+00:00,37.982,27.838,2.238,-96.4,900.0,9,0,42.77,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 06:52:00+00:00,34.143,27.777,2.185,-105.92,960.0,9,0,51.04,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 06:53:00+00:00,41.532,27.705,1.858,-97.1,1020.0,9,0,38.53,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 06:54:00+00:00,37.651,27.949,2.113,-108.67,1080.0,9,0,35.77,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 06:55:00+00:00,36.908,27.806,2.374,-104.91,1140.0,9,0,47.39,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 06:56:00+00:00,35.902,27.257,2.372,-100.98,1200.0,9,0,32.13,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 06:57:00+00:00,40.027,28.509,2.131,-101.69,1260.0,9,0,39.82,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 06:58:00+00:00,38.784,27.902,2.403,-99.5,1320.0,9,0,31.68,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 06:59:00+00:00,39.294,27.707,1.906,-107.44,1380.0,9,0,25.04,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:00:00+00:00,39.87,27.549,1.915,-104.58,1440.0,9,0,38.78,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:01:00+00:00,39.14,28.308,2.125,-98.76,1500.0,9,0,29.89,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:02:00+00:00,35.258,27.481,2.649,-108.53,1560.0,9,1,39.91,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:03:00+00:00,37.428,28.054,2.249,-102.14,1620.0,9,0,48.92,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:04:00+00:00,38.497,27.767,2.117,-106.1,1680.0,9,0,54.83,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:05:00+00:00,48.686,27.79,2.663,-103.97,1740.0,9,0,40.75,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:06:00+00:00,34.57,27.559,2.114,-104.58,1800.0,9,0,48.15,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:07:00+00:00,38.216,27.752,2.87,-108.94,1860.0,9,0,43.19,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:08:00+00:00,49.045,26.009,3.37,-106.3,1920.0,9,2,36.94,FIRMWARE_CORRUPTION
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:09:00+00:00,56.429,25.511,2.83,-104.28,1980.0,9,2,24.6,FIRMWARE_CORRUPTION
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:10:00+00:00,57.814,24.689,3.086,-105.51,2040.0,9,1,53.01,FIRMWARE_CORRUPTION
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:11:00+00:00,47.587,26.378,3.61,-97.14,2100.0,9,2,31.61,FIRMWARE_CORRUPTION
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:12:00+00:00,58.309,26.681,3.352,-99.95,2160.0,9,1,51.06,FIRMWARE_CORRUPTION
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:13:00+00:00,57.496,25.666,3.723,-103.55,2220.0,9,1,44.29,FIRMWARE_CORRUPTION
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:14:00+00:00,65.555,25.872,3.706,-108.82,2280.0,9,2,32.19,FIRMWARE_CORRUPTION
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:15:00+00:00,64.05,25.898,2.977,-109.12,2340.0,9,2,42.5,FIRMWARE_CORRUPTION
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:16:00+00:00,47.175,25.722,3.415,-95.13,2400.0,9,1,57.06,FIRMWARE_CORRUPTION
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:17:00+00:00,50.302,25.582,2.71,-110.05,2460.0,9,2,52.29,FIRMWARE_CORRUPTION
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:18:00+00:00,51.568,25.819,3.433,-104.43,2520.0,9,2,35.9,FIRMWARE_CORRUPTION
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:19:00+00:00,54.533,25.542,3.181,-103.2,2580.0,9,2,34.3,FIRMWARE_CORRUPTION
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:20:00+00:00,36.564,28.53,1.857,-106.56,2640.0,9,0,40.8,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:21:00+00:00,43.635,28.368,2.126,-110.01,2700.0,9,0,38.68,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:22:00+00:00,40.62,27.227,2.605,-108.92,2760.0,9,0,49.6,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:23:00+00:00,39.352,27.41,2.088,-107.73,2820.0,9,0,45.92,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:24:00+00:00,34.546,28.237,2.325,-108.55,2880.0,9,0,26.46,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:25:00+00:00,39.791,27.886,2.208,-98.36,2940.0,9,0,43.67,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:26:00+00:00,31.886,28.6,2.589,-105.05,3000.0,9,0,38.57,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:27:00+00:00,37.104,28.247,1.725,-107.62,3060.0,9,0,40.3,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:28:00+00:00,37.344,28.12,2.421,-104.47,3120.0,9,0,41.99,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:29:00+00:00,40.575,27.591,2.14,-101.66,3180.0,9,0,49.59,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:30:00+00:00,46.715,28.197,2.477,-106.72,3240.0,9,0,47.82,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:31:00+00:00,41.613,27.49,1.954,-100.49,3300.0,9,0,34.0,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:32:00+00:00,44.211,28.522,2.207,-111.36,3360.0,9,0,39.53,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:33:00+00:00,40.817,28.169,2.169,-99.14,3420.0,9,0,36.41,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:34:00+00:00,42.391,27.67,1.899,-105.04,3480.0,9,0,26.55,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:35:00+00:00,45.681,28.322,1.816,-105.24,3540.0,9,0,39.13,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:36:00+00:00,35.192,28.897,2.026,-108.47,3600.0,9,0,54.76,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:37:00+00:00,34.763,27.913,2.239,-111.14,3660.0,9,0,26.3,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:38:00+00:00,40.612,28.22,1.973,-113.33,3720.0,9,0,39.81,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:39:00+00:00,37.744,27.827,2.101,-108.81,3780.0,9,0,39.55,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:40:00+00:00,38.519,28.034,1.634,-102.06,3840.0,9,0,42.3,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:41:00+00:00,36.672,27.397,2.089,-109.81,3900.0,9,0,32.3,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:42:00+00:00,46.97,26.243,3.719,-112.74,3960.0,9,2,28.6,FIRMWARE_CORRUPTION
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:43:00+00:00,52.342,25.098,3.316,-109.55,4020.0,9,2,28.97,FIRMWARE_CORRUPTION
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:44:00+00:00,45.736,26.585,3.436,-106.92,4080.0,9,1,50.65,FIRMWARE_CORRUPTION
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:45:00+00:00,53.515,25.932,3.114,-106.73,4140.0,9,2,32.14,FIRMWARE_CORRUPTION
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:46:00+00:00,51.753,26.885,2.973,-105.64,4200.0,9,2,36.0,FIRMWARE_CORRUPTION
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:47:00+00:00,41.886,26.256,4.11,-99.84,4260.0,9,1,56.84,FIRMWARE_CORRUPTION
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:48:00+00:00,45.55,24.944,3.52,-98.75,4320.0,9,1,34.13,FIRMWARE_CORRUPTION
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:49:00+00:00,49.73,25.917,3.063,-94.97,4380.0,9,1,42.74,FIRMWARE_CORRUPTION
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:50:00+00:00,57.855,25.219,4.363,-113.12,4440.0,9,1,48.51,FIRMWARE_CORRUPTION
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:51:00+00:00,51.521,26.413,2.958,-109.28,4500.0,9,1,48.13,FIRMWARE_CORRUPTION
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:52:00+00:00,36.941,27.27,1.825,-101.51,4560.0,9,0,29.35,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:53:00+00:00,31.644,27.748,1.987,-107.27,4620.0,9,0,34.29,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:54:00+00:00,47.434,27.604,2.134,-100.7,4680.0,9,0,42.42,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:55:00+00:00,38.324,28.047,2.894,-103.96,4740.0,9,0,55.43,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:56:00+00:00,39.722,27.685,2.116,-97.1,4800.0,9,0,33.91,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:57:00+00:00,35.103,27.808,1.942,-99.79,4860.0,9,0,36.05,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:58:00+00:00,35.182,27.819,1.93,-99.69,4920.0,9,0,43.36,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 07:59:00+00:00,45.974,27.981,2.542,-107.06,4980.0,9,0,44.96,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 08:00:00+00:00,30.379,27.789,2.499,-105.49,5040.0,9,0,45.44,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 08:01:00+00:00,38.942,27.575,2.054,-106.53,5100.0,9,0,33.23,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 08:02:00+00:00,32.884,28.034,1.637,-112.53,5160.0,9,0,35.74,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 08:03:00+00:00,36.478,28.427,1.861,-97.64,5220.0,9,0,41.72,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 08:04:00+00:00,35.159,28.051,2.716,-101.27,5280.0,9,0,50.1,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 08:05:00+00:00,33.177,27.756,2.407,-106.73,5340.0,9,0,38.09,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 08:06:00+00:00,37.913,27.951,2.22,-98.48,5400.0,9,1,39.82,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 08:07:00+00:00,27.593,27.18,2.761,-108.15,5460.0,9,0,31.79,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 08:08:00+00:00,36.74,27.944,2.787,-114.19,5520.0,9,0,54.91,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 08:09:00+00:00,37.579,27.84,2.189,-99.96,5580.0,9,0,41.23,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 08:10:00+00:00,32.643,27.627,2.195,-111.39,5640.0,9,0,48.62,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 08:11:00+00:00,43.678,27.699,2.025,-105.98,5700.0,9,0,40.24,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 08:12:00+00:00,34.995,27.836,2.115,-103.97,5760.0,9,1,40.68,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 08:13:00+00:00,36.455,28.397,1.754,-103.07,5820.0,9,0,28.0,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 08:14:00+00:00,34.355,28.437,1.753,-100.76,5880.0,9,0,22.79,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 08:15:00+00:00,36.307,27.629,1.683,-102.1,5940.0,9,0,50.02,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 08:16:00+00:00,41.756,27.793,2.525,-102.25,6000.0,9,0,40.62,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 08:17:00+00:00,46.325,27.803,1.732,-108.95,6060.0,9,0,41.65,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 08:18:00+00:00,39.25,28.324,2.785,-103.53,6120.0,9,0,30.01,NORMAL
40920,COSMOS 2507 (RODNIK-S 13),2026-06-01 08:19:00+00:00,40.321,28.058,1.981,-112.53,6180.0,9,0,32.78,NORMAL
42829,TECHNOSAT,2026-06-01 00:00:00+00:00,34.428,27.845,1.97,-100.51,0.0,0,0,49.23,NORMAL
42829,TECHNOSAT,2026-06-01 00:01:00+00:00,40.757,28.45,2.476,-101.07,60.0,0,0,34.97,NORMAL
42829,TECHNOSAT,2026-06-01 00:02:00+00:00,32.99,28.354,2.255,-110.12,120.0,0,0,32.11,NORMAL
42829,TECHNOSAT,2026-06-01 00:03:00+00:00,30.057,28.435,2.143,-100.84,180.0,0,1,46.09,NORMAL
42829,TECHNOSAT,2026-06-01 00:04:00+00:00,36.162,28.074,2.472,-95.71,240.0,0,4,56.77,SEU
42829,TECHNOSAT,2026-06-01 00:05:00+00:00,29.633,27.817,2.404,-105.13,300.0,0,0,49.3,NORMAL
42829,TECHNOSAT,2026-06-01 00:06:00+00:00,33.379,27.996,2.326,-97.5,360.0,0,1,40.1,NORMAL
42829,TECHNOSAT,2026-06-01 00:07:00+00:00,31.545,27.83,2.505,-109.59,420.0,0,0,45.82,NORMAL
42829,TECHNOSAT,2026-06-01 00:08:00+00:00,31.151,28.587,2.261,-105.15,0.0,1,0,99.08,SOFTWARE_BUG
42829,TECHNOSAT,2026-06-01 00:09:00+00:00,33.438,28.401,1.707,-108.21,60.0,1,0,93.68,SOFTWARE_BUG
42829,TECHNOSAT,2026-06-01 00:10:00+00:00,38.188,27.963,2.087,-98.1,120.0,1,0,41.54,NORMAL
42829,TECHNOSAT,2026-06-01 00:11:00+00:00,38.976,27.629,1.659,-96.8,180.0,1,0,40.79,NORMAL
42829,TECHNOSAT,2026-06-01 00:12:00+00:00,38.935,28.616,2.397,-105.5,240.0,1,0,33.7,NORMAL
42829,TECHNOSAT,2026-06-01 00:13:00+00:00,36.923,28.055,2.469,-99.14,300.0,1,0,34.51,NORMAL
42829,TECHNOSAT,2026-06-01 00:14:00+00:00,34.792,27.948,2.483,-96.75,360.0,1,0,34.39,NORMAL
42829,TECHNOSAT,2026-06-01 00:15:00+00:00,26.486,28.62,2.347,-105.16,420.0,1,0,27.21,NORMAL
42829,TECHNOSAT,2026-06-01 00:16:00+00:00,37.608,27.796,2.49,-104.35,480.0,1,11,54.93,SEU
42829,TECHNOSAT,2026-06-01 00:17:00+00:00,45.586,26.008,2.706,-101.33,540.0,1,1,39.68,FIRMWARE_CORRUPTION
42829,TECHNOSAT,2026-06-01 00:18:00+00:00,46.164,26.543,2.716,-109.21,600.0,1,2,46.1,FIRMWARE_CORRUPTION
42829,TECHNOSAT,2026-06-01 00:19:00+00:00,51.91,24.61,3.199,-104.45,660.0,1,1,50.09,FIRMWARE_CORRUPTION
42829,TECHNOSAT,2026-06-01 00:20:00+00:00,54.792,26.599,3.07,-94.29,720.0,1,1,50.59,FIRMWARE_CORRUPTION
42829,TECHNOSAT,2026-06-01 00:21:00+00:00,43.319,25.964,3.584,-107.5,780.0,1,1,51.35,FIRMWARE_CORRUPTION
42829,TECHNOSAT,2026-06-01 00:22:00+00:00,41.715,27.772,2.528,-100.73,840.0,1,0,33.94,NORMAL
42829,TECHNOSAT,2026-06-01 00:23:00+00:00,36.954,27.718,2.399,-102.38,900.0,1,0,28.54,NORMAL
42829,TECHNOSAT,2026-06-01 00:24:00+00:00,33.567,27.765,2.146,-105.82,960.0,1,0,47.45,NORMAL
42829,TECHNOSAT,2026-06-01 00:25:00+00:00,40.484,27.664,1.902,-103.89,1020.0,1,0,51.06,NORMAL
42829,TECHNOSAT,2026-06-01 00:26:00+00:00,41.337,28.099,2.256,-96.24,1080.0,1,1,52.45,NORMAL
42829,TECHNOSAT,2026-06-01 00:27:00+00:00,36.403,27.938,2.533,-102.23,1140.0,1,0,43.88,NORMAL
42829,TECHNOSAT,2026-06-01 00:28:00+00:00,31.079,28.019,2.323,-101.45,1200.0,1,0,24.03,NORMAL
42829,TECHNOSAT,2026-06-01 00:29:00+00:00,32.243,28.942,1.724,-97.0,1260.0,1,0,42.92,NORMAL
42829,TECHNOSAT,2026-06-01 00:30:00+00:00,28.573,27.938,2.231,-106.45,1320.0,1,0,44.44,NORMAL
42829,TECHNOSAT,2026-06-01 00:31:00+00:00,34.564,28.242,1.626,-110.23,1380.0,1,0,50.02,NORMAL
42829,TECHNOSAT,2026-06-01 00:32:00+00:00,30.849,28.287,2.441,-96.16,1440.0,1,0,51.44,NORMAL
42829,TECHNOSAT,2026-06-01 00:33:00+00:00,33.325,27.975,1.992,-104.32,1500.0,1,0,47.28,NORMAL
42829,TECHNOSAT,2026-06-01 00:34:00+00:00,35.641,28.11,1.833,-100.53,1560.0,1,0,35.3,NORMAL
42829,TECHNOSAT,2026-06-01 00:35:00+00:00,26.529,28.008,2.445,-108.81,1620.0,1,1,31.77,NORMAL
42829,TECHNOSAT,2026-06-01 00:36:00+00:00,28.993,28.081,2.368,-103.06,1680.0,1,0,44.27,NORMAL
42829,TECHNOSAT,2026-06-01 00:37:00+00:00,31.584,27.765,2.27,-110.48,1740.0,1,0,33.66,NORMAL
42829,TECHNOSAT,2026-06-01 00:38:00+00:00,33.159,27.802,2.858,-104.68,1800.0,1,0,51.8,NORMAL
42829,TECHNOSAT,2026-06-01 00:39:00+00:00,31.202,28.007,2.39,-108.24,1860.0,1,0,26.36,NORMAL
42829,TECHNOSAT,2026-06-01 00:40:00+00:00,32.18,27.211,2.007,-109.39,1920.0,1,0,44.54,NORMAL
42829,TECHNOSAT,2026-06-01 00:41:00+00:00,30.751,28.598,2.356,-106.52,1980.0,1,0,42.56,NORMAL
42829,TECHNOSAT,2026-06-01 00:42:00+00:00,27.932,28.864,2.114,-116.47,2040.0,1,0,38.35,NORMAL
42829,TECHNOSAT,2026-06-01 00:43:00+00:00,31.816,28.068,2.58,-110.8,2100.0,1,0,32.6,NORMAL
42829,TECHNOSAT,2026-06-01 00:44:00+00:00,33.022,28.266,2.284,-101.09,2160.0,1,0,23.51,NORMAL
42829,TECHNOSAT,2026-06-01 00:45:00+00:00,41.505,25.676,3.151,-103.26,2220.0,1,2,35.75,FIRMWARE_CORRUPTION
42829,TECHNOSAT,2026-06-01 00:46:00+00:00,50.059,25.972,3.018,-110.37,2280.0,1,2,35.89,FIRMWARE_CORRUPTION
42829,TECHNOSAT,2026-06-01 00:47:00+00:00,47.563,26.261,3.429,-102.26,2340.0,1,1,48.89,FIRMWARE_CORRUPTION
42829,TECHNOSAT,2026-06-01 00:48:00+00:00,55.177,25.227,2.685,-109.39,2400.0,1,2,33.74,FIRMWARE_CORRUPTION
42829,TECHNOSAT,2026-06-01 00:49:00+00:00,48.786,27.782,2.595,-101.39,2460.0,1,1,43.62,FIRMWARE_CORRUPTION
42829,TECHNOSAT,2026-06-01 00:50:00+00:00,44.41,26.5,3.412,-105.58,2520.0,1,1,29.66,FIRMWARE_CORRUPTION
42829,TECHNOSAT,2026-06-01 00:51:00+00:00,51.172,25.592,2.957,-106.63,2580.0,1,1,43.84,FIRMWARE_CORRUPTION
42829,TECHNOSAT,2026-06-01 00:52:00+00:00,52.634,25.467,3.025,-105.46,2640.0,1,2,22.1,FIRMWARE_CORRUPTION
42829,TECHNOSAT,2026-06-01 00:53:00+00:00,44.532,27.578,2.46,-92.2,2700.0,1,2,56.76,FIRMWARE_CORRUPTION
42829,TECHNOSAT,2026-06-01 00:54:00+00:00,46.129,26.18,2.729,-108.79,2760.0,1,2,38.87,FIRMWARE_CORRUPTION
42829,TECHNOSAT,2026-06-01 00:55:00+00:00,45.437,27.357,3.396,-103.87,2820.0,1,2,17.64,FIRMWARE_CORRUPTION
42829,TECHNOSAT,2026-06-01 00:56:00+00:00,48.183,25.403,2.819,-101.09,2880.0,1,1,34.26,FIRMWARE_CORRUPTION
42829,TECHNOSAT,2026-06-01 00:57:00+00:00,44.848,26.713,3.262,-109.81,2940.0,1,2,32.99,FIRMWARE_CORRUPTION
42829,TECHNOSAT,2026-06-01 00:58:00+00:00,49.154,25.244,3.269,-112.97,3000.0,1,2,34.75,FIRMWARE_CORRUPTION
42829,TECHNOSAT,2026-06-01 00:59:00+00:00,28.005,27.733,2.065,-108.01,3060.0,1,0,37.08,NORMAL
42829,TECHNOSAT,2026-06-01 01:00:00+00:00,32.29,26.966,2.22,-101.2,3120.0,1,0,34.7,NORMAL
42829,TECHNOSAT,2026-06-01 01:01:00+00:00,30.663,28.43,2.489,-106.71,3180.0,1,0,33.47,NORMAL
42829,TECHNOSAT,2026-06-01 01:02:00+00:00,33.76,27.804,2.284,-106.16,3240.0,1,0,30.73,NORMAL
42829,TECHNOSAT,2026-06-01 01:03:00+00:00,38.959,28.468,2.627,-100.45,3300.0,1,0,46.57,NORMAL
42829,TECHNOSAT,2026-06-01 01:04:00+00:00,33.538,28.141,2.54,-109.03,3360.0,1,0,49.61,NORMAL
42829,TECHNOSAT,2026-06-01 01:05:00+00:00,28.857,28.48,2.649,-105.44,3420.0,1,0,37.96,NORMAL
42829,TECHNOSAT,2026-06-01 01:06:00+00:00,27.537,28.321,2.611,-112.57,3480.0,1,0,39.86,NORMAL
42829,TECHNOSAT,2026-06-01 01:07:00+00:00,38.837,27.014,2.669,-103.4,3540.0,1,0,30.99,NORMAL
42829,TECHNOSAT,2026-06-01 01:08:00+00:00,34.463,28.246,1.854,-103.85,3600.0,1,0,40.57,NORMAL
42829,TECHNOSAT,2026-06-01 01:09:00+00:00,34.145,27.863,2.394,-101.02,3660.0,1,0,41.84,NORMAL
42829,TECHNOSAT,2026-06-01 01:10:00+00:00,30.617,28.466,2.565,-110.73,3720.0,1,0,38.24,NORMAL
42829,TECHNOSAT,2026-06-01 01:11:00+00:00,33.236,28.236,2.62,-105.96,3780.0,1,0,43.17,NORMAL
42829,TECHNOSAT,2026-06-01 01:12:00+00:00,28.089,28.241,1.969,-111.39,3840.0,1,0,42.47,NORMAL
42829,TECHNOSAT,2026-06-01 01:13:00+00:00,33.654,27.891,2.397,-106.23,3900.0,1,12,50.16,SEU
42829,TECHNOSAT,2026-06-01 01:14:00+00:00,27.368,27.635,2.223,-97.59,3960.0,1,0,49.54,NORMAL
42829,TECHNOSAT,2026-06-01 01:15:00+00:00,30.898,27.827,2.754,-106.6,4020.0,1,0,38.34,NORMAL
42829,TECHNOSAT,2026-06-01 01:16:00+00:00,29.829,27.28,1.784,-111.83,4080.0,1,0,53.4,NORMAL
42829,TECHNOSAT,2026-06-01 01:17:00+00:00,19.106,27.764,1.969,-108.4,4140.0,1,0,43.36,NORMAL
42829,TECHNOSAT,2026-06-01 01:18:00+00:00,30.845,27.414,1.657,-113.05,4200.0,1,0,55.77,NORMAL
42829,TECHNOSAT,2026-06-01 01:19:00+00:00,28.743,27.425,2.243,-111.48,4260.0,1,0,49.4,NORMAL
42829,TECHNOSAT,2026-06-01 01:20:00+00:00,31.651,28.047,2.879,-101.65,4320.0,1,0,41.82,NORMAL
42829,TECHNOSAT,2026-06-01 01:21:00+00:00,32.81,28.214,2.187,-112.23,4380.0,1,0,34.22,NORMAL
42829,TECHNOSAT,2026-06-01 01:22:00+00:00,39.69,27.987,2.23,-103.44,0.0,2,0,99.73,SOFTWARE_BUG
42829,TECHNOSAT,2026-06-01 01:23:00+00:00,34.038,27.8,2.365,-104.87,60.0,2,0,91.22,SOFTWARE_BUG
42829,TECHNOSAT,2026-06-01 01:24:00+00:00,33.638,27.621,2.165,-107.66,120.0,2,0,95.37,SOFTWARE_BUG
42829,TECHNOSAT,2026-06-01 01:25:00+00:00,34.248,27.873,2.31,-103.86,180.0,2,0,35.29,NORMAL
42829,TECHNOSAT,2026-06-01 01:26:00+00:00,35.67,27.671,2.318,-109.69,240.0,2,0,46.66,NORMAL
42829,TECHNOSAT,2026-06-01 01:27:00+00:00,34.434,27.975,1.946,-100.8,300.0,2,0,40.31,NORMAL
42829,TECHNOSAT,2026-06-01 01:28:00+00:00,33.697,27.391,2.172,-108.49,360.0,2,0,46.71,NORMAL
42829,TECHNOSAT,2026-06-01 01:29:00+00:00,35.598,28.281,2.423,-106.93,420.0,2,0,32.2,NORMAL
42829,TECHNOSAT,2026-06-01 01:30:00+00:00,22.518,27.773,2.479,-107.53,480.0,2,0,48.0,NORMAL
42829,TECHNOSAT,2026-06-01 01:31:00+00:00,40.475,28.151,2.59,-101.55,540.0,2,0,44.01,NORMAL
42829,TECHNOSAT,2026-06-01 01:32:00+00:00,38.224,28.355,2.301,-102.28,600.0,2,0,49.58,NORMAL
42829,TECHNOSAT,2026-06-01 01:33:00+00:00,33.476,28.131,2.307,-118.11,660.0,2,0,47.82,NORMAL
42829,TECHNOSAT,2026-06-01 01:34:00+00:00,26.755,28.32,2.425,-103.73,720.0,2,0,39.32,NORMAL
42829,TECHNOSAT,2026-06-01 01:35:00+00:00,37.271,27.173,2.022,-113.72,780.0,2,0,38.68,NORMAL
42829,TECHNOSAT,2026-06-01 01:36:00+00:00,29.692,27.803,2.009,-106.71,840.0,2,0,54.26,NORMAL
42829,TECHNOSAT,2026-06-01 01:37:00+00:00,34.126,28.441,2.163,-105.54,900.0,2,0,37.68,NORMAL
42829,TECHNOSAT,2026-06-01 01:38:00+00:00,26.701,28.204,1.817,-106.76,960.0,2,0,45.99,NORMAL
42829,TECHNOSAT,2026-06-01 01:39:00+00:00,40.86,28.739,2.322,-102.5,1020.0,2,0,36.95,NORMAL
42829,TECHNOSAT,2026-06-01 01:40:00+00:00,26.211,28.682,2.515,-101.4,1080.0,2,0,25.1,NORMAL
42829,TECHNOSAT,2026-06-01 01:41:00+00:00,31.566,28.12,1.987,-108.87,1140.0,2,0,30.18,NORMAL
